Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2023,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,RS,HU,,,1,live,,Z,W
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,ES,NO,,,20,live,Number of specimens,N,W
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,IE,,,1,feathers,Number of specimens,S,W
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,,46,specimens,Number of specimens,S,W
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,IE,NO,,30,30,live,Number of specimens,N,W
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,IN,BT,,,477,specimens,Number of specimens,S,W
2023,I,Alligator sinensis,Reptilia,Crocodylia,Alligatoridae,Alligator,HK,CH,XX,177,,leather products (small),Number of specimens,T,W
2023,I,Alligator sinensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TR,CH,US,1,,leather products (small),Number of specimens,T,W
2023,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,VN,AR,3,,leather products (small),Number of specimens,T,R
2023,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,BG,CL,,50,50,logs,kg,P,W
2023,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,CA,CR,,6,,specimens,Number of specimens,S,W
2023,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,DE,GT,,81,,specimens,Number of specimens,S,W
2023,I,Alouatta pigra,Mammalia,Primates,Atelidae,Alouatta,DE,GT,,51,,specimens,Number of specimens,S,W
2023,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,,7,baleen,kg,P,W
2023,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,1,,baleen,Number of specimens,P,W
2023,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,2000,,meat,g,P,W
2023,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,,1,meat,kg,S,W
2023,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,GL,US,,,10,baleen,Number of specimens,P,W
2023,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,NO,US,CA,,3,specimens,Number of specimens,S,W
2023,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,NO,US,,,10,specimens,Number of specimens,S,W
2023,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,GL,US,8,,baleen,Number of specimens,P,W
2023,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,GL,,5,,baleen,Number of specimens,P,W
2023,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,DE,AR,,25,25,specimens,Number of specimens,S,W
2023,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,0.458,0.458,specimens,kg,S,W
2023,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,NO,US,AR,,2,specimens,Number of specimens,S,W
2023,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,NO,US,HS,,1,specimens,Number of specimens,S,X
2023,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,NZ,US,NZ,,60,skins,Number of specimens,S,W
2023,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,CA,US,,,16,specimens,Number of specimens,S,W
2023,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,NO,US,,,5,specimens,Number of specimens,S,W
2023,I,Eubalaena japonica,Mammalia,Cetacea,Balaenidae,Eubalaena,NO,US,,,3,specimens,Number of specimens,S,W
2023,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,62,,baleen,Number of specimens,S,W
2023,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,FO,NO,,,432,meat,kg,T,W
2023,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,IS,NO,,,1882,meat,kg,T,W
2023,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,NO,,,371210,meat,kg,T,W
2023,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,SJ,NO,,,1155,meat,kg,T,W
2023,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,SN,,,5,bones,Number of specimens,S,W
2023,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,SN,,,5,specimens,Number of specimens,S,W
2023,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,140,,skin pieces,g,S,X
2023,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AQ,HS,13,,specimens,g,S,X
2023,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,10.792,10.792,baleen,kg,S,W
2023,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,4.273,4.273,bones,kg,S,W
2023,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,3.059,3.059,specimens,kg,S,W
2023,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,300,,skin pieces,g,S,X
2023,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,HS,,7,,specimens,Number of specimens,S,X
2023,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,NZ,,7,,extract,Number of specimens,S,W
2023,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,MH,,1,,baleen,Number of specimens,S,W
2023,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,MH,,1,,bones,Number of specimens,S,W
2023,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ZA,PA,,10,,skins,Number of specimens,S,W
2023,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ZA,PA,,10,,specimens,Number of specimens,S,W
2023,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,2,,baleen,Number of specimens,S,W
2023,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,80,,skin pieces,g,S,X
2023,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,HS,,4,,specimens,Number of specimens,S,X
2023,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,NZ,,3,,extract,Number of specimens,S,W
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,CA,IS,,1,,bodies,Number of specimens,S,W
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,CA,IS,,119,,specimens,Number of specimens,S,W
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DE,HS,,20,,specimens,Number of specimens,S,X
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,550,,meat,Number of specimens,S,W
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,204,,specimens,Number of specimens,S,W
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,205,,skin pieces,g,S,X
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NO,IS,,325,,specimens,ml,S,W
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NO,US,CA,,17,specimens,Number of specimens,S,W
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NO,US,GT,,1,specimens,Number of specimens,S,W
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NO,US,,,1,specimens,Number of specimens,S,W
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,HS,,8,,specimens,Number of specimens,S,X
2023,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,NZ,,2,,extract,Number of specimens,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,CL,PE,,15,,skins,Number of specimens,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DE,AR,,4,4,specimens,Number of specimens,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DE,ZA,,2,,bones,Number of specimens,P,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,,250,skins,g,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,ES,IS,,2,,baleen,Number of specimens,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,JP,HS,,80,,skin pieces,g,S,X
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,MX,SV,,,112,specimens,Number of specimens,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,NZ,NC,,1.1,,specimens,kg,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,NZ,TO,,3,,bone carvings,Number of specimens,P,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,AQ,HS,185,,specimens,g,S,X
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,AQ,,155,,specimens,g,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,GB,GS,8,,extract,Number of specimens,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,NZ,,14,,extract,Number of specimens,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,SN,,,1,bones,Number of specimens,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,SN,,,1,specimens,Number of specimens,S,W
2023,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,ZA,GB,,1,,specimens,Number of specimens,S,W
2023,I,Bubalus quarlesi,Mammalia,Artiodactyla,Bovidae,Bubalus,NZ,ID,,1,,trophies,Number of specimens,P,W
2023,I,Atelopus zeteki,Amphibia,Anura,Bufonidae,Atelopus,US,PA,,,10,bodies,,S,W
2023,I,Nectophrynoides asperginis,Amphibia,Anura,Bufonidae,Nectophrynoides,US,TZ,,,2,specimens,Number of specimens,S,W
2023,I,Cacatua spp.,Aves,Psittaciformes,Cacatuidae,Cacatua,AU,PG,,,5,feathers,Number of specimens,P,W
2023,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,BQ,US,XX,2,,live,Number of specimens,P,U
2023,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,GR,GB,,,1,live,Number of specimens,P,U
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,CA,GB,XX,1,1,live,Number of specimens,P,U
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,HK,XX,1,1,live,Number of specimens,P,U
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,JE,XX,,1,live,Number of specimens,P,U
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,GG,JE,XX,1,,live,Number of specimens,P,U
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,SG,US,ID,,4,specimens,Number of specimens,S,W
2023,I,Discocactus zehntneri,,Caryophyllales,Cactaceae,Discocactus,MV,LK,,3,,live,Number of specimens,T,
2023,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,IN,LK,XX,,250,specimens,g,S,W
2023,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,US,BR,,4,,specimens,ml,S,W
2023,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,AR,CL,,,20,feathers,,S,W
2023,I,Saimiri oerstedii,Mammalia,Primates,Cebidae,Saimiri,CA,CR,,72,,specimens,g,S,W
2023,I,Saimiri oerstedii,Mammalia,Primates,Cebidae,Saimiri,CA,CR,,9,,specimens,Number of specimens,S,W
2023,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,1,1,specimens,Number of specimens,S,W
2023,I,Trachypithecus geei,Mammalia,Primates,Cercopithecidae,Trachypithecus,IN,BT,,,250,specimens,Number of specimens,S,W
2023,I,Trachypithecus pileatus,Mammalia,Primates,Cercopithecidae,Trachypithecus,DE,BD,,,3,specimens,Number of specimens,S,W
2023,I,Axis kuhlii,Mammalia,Artiodactyla,Cervidae,Axis,AT,ID,,,18,specimens,Number of specimens,S,W
2023,I,Cheirogaleus spp.,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,US,MG,,28,25,specimens,Number of specimens,S,W
2023,I,Cheirogaleus medius,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,DE,MG,,,2,specimens,mg,S,W
2023,I,Cheirogaleus medius,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,GB,MG,,,8,specimens,Number of specimens,S,W
2023,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,,19,specimens,mg,S,W
2023,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,,5,specimens,ml,S,W
2023,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,377,67,specimens,Number of specimens,S,W
