Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2013,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,15,15,bodies,,S,W
2013,I,Alouatta spp.,Mammalia,Primates,Atelidae,Alouatta,ES,MX,,,187,specimens,,S,W
2013,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,ES,MX,,,5,bones,,S,W
2013,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,GB,MX,,,405,specimens,,S,W
2013,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,US,NI,,,60,specimens,,S,W
2013,I,Alouatta pigra,Mammalia,Primates,Atelidae,Alouatta,ES,MX,,,78,specimens,,S,W
2013,I,Alouatta pigra,Mammalia,Primates,Atelidae,Alouatta,ES,MX,,,26,teeth,,S,W
2013,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,1,,bones,,Q,W
2013,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,3.5,,baleen,kg,P,W
2013,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,3,5,baleen,,P,W
2013,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,5,25,carvings,,P,W
2013,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,20,,carvings,,T,W
2013,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,13,,specimens,,S,W
2013,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,NO,GL,,,69,specimens,,S,W
2013,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,GB,XX,1,,bones,,S,W
2013,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,CA,US,,,1,bone pieces,,S,W
2013,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,CA,US,,,63,skin pieces,,S,W
2013,I,Eubalaena japonica,Mammalia,Cetacea,Balaenidae,Eubalaena,US,CA,,5,,bone pieces,g,S,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DE,GL,,,30,specimens,,S,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DE,NO,,,3,bones,,S,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DK,GL,,,2,bones,,P,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,,10,baleen,,S,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,,60,specimens,,S,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,FO,NO,,,2000,meat,kg,T,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,3,,bodies,,S,X
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,IS,,,10000,derivatives,kg,T,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,IS,,,100000,meat,kg,T,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,NO,IS,,909,meat,kg,T,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,NO,,317,6428,meat,kg,T,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,GL,,,3,specimens,,S,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,NO,,,6,specimens,g,S,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NO,IS,,5000,,meat,kg,T,W
2013,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AQ,,1,,specimens,kg,S,W
2013,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,1250,,skin pieces,g,S,X
2013,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AQ,,26,,specimens,,S,W
2013,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,100,,bodies,,S,X
2013,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,5,,skin pieces,g,S,X
2013,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,KR,JP,,1,1001,bones,kg,S,W
2013,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,,6.2,skins,g,S,W
