Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2017,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,CA,CH,XX,3,,feathers,,Q,U
2017,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,CH,CA,XX,,3,feathers,,Q,U
2017,I,Alligator sinensis,Reptilia,Crocodylia,Alligatoridae,Alligator,HK,IT,US,,1,leather products (small),,P,W
2017,I,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,JP,CH,VE,10,,leather products (small),,T,W
2017,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,VN,US,AR,40,,skins,,T,R
2017,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,IT,TR,BR,5,,garments,,T,W
2017,I,Abronia fimbriata,Reptilia,Sauria,Anguidae,Abronia,MX,US,GT,,1,specimens,,S,W
2017,I,Asteraceae spp.,,Asterales,Asteraceae,,MV,NL,,20,,live,,T,
2017,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,US,CR,,,200,specimens,,S,W
2017,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,US,MX,,,120,specimens,,S,W
2017,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,US,NI,,,54,specimens,,S,W
2017,I,Ateles geoffroyi,Mammalia,Primates,Atelidae,Ateles,ES,CR,,,150,specimens,,S,W
2017,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,,2,baleen,,P,W
2017,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,,1,bones,,P,W
2017,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,721.79,,specimens,g,S,W
2017,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,,14,specimens,,S,W
2017,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,,3.7,baleen,kg,P,W
2017,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,1,,baleen,,P,W
2017,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,US,1,,baleen,,P,W
2017,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,,8,,specimens,,S,W
2017,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,CZ,ZA,XX,,211,specimens,,S,W
2017,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,CZ,ZA,,36,,specimens,,S,W
2017,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,ZA,XX,,50,skins,,S,W
2017,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,ZA,,,23,specimens,,S,W
2017,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,JP,HS,,5,,skin pieces,g,S,X
2017,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,XX,ZA,,,36,specimens,,S,W
2017,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,CA,US,,,14,skin pieces,,S,W
2017,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,CA,US,,,17,specimens,,S,W
2017,I,Eubalaena japonica,Mammalia,Cetacea,Balaenidae,Eubalaena,JP,HS,,20,,skin pieces,g,S,X
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DE,GL,,232,232,specimens,,S,W
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,,40,specimens,,S,W
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,FO,NO,,,864,meat,kg,T,W
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,37,,baleen,,S,X
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,16689.38,,derivatives,kg,S,X
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,76896.36,,meat,kg,S,X
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,3,,specimens,kg,S,X
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,540,,specimens,ml,S,X
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,388,,specimens,,S,X
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,NO,,197638,214765,meat,kg,T,W
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,SE,GL,,,10,specimens,g,S,W
2017,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,CA,,1,,specimens,,S,W
2017,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,125,,baleen,,S,X
2017,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,216240.265,,derivatives,kg,S,X
2017,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,903546.08,,meat,kg,S,X
2017,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,45,,skin pieces,g,S,X
2017,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,3615,,specimens,ml,S,X
2017,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,3820,,specimens,,S,X
2017,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NZ,HS,,50,,specimens,,S,X
2017,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AQ,,10,,skins,g,S,W
2017,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AQ,,2,,specimens,,S,W
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,,40,specimens,,S,W
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,XX,74,,skin pieces,,S,W
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,0.008,82,skin pieces,,S,W
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,28,,baleen,,S,X
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,258726.47,,derivatives,kg,S,X
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,1119662.84,,meat,kg,S,X
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,85,,skin pieces,g,S,X
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,5.9,,specimens,kg,S,X
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,1815,,specimens,ml,S,X
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,1585,,specimens,,S,X
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,,0.15,specimens,g,S,W
2017,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,1,,specimens,,S,W
